Customer_ID,Current_Net_Worth,Savings_Rate(%),Goal_Amount(₹),Primary_Financial_Goal,cluster,cluster_label
CUST201308,3251989.0,23.61,2588304.0,Retirement,3,Mid NW • Retirement
CUST201309,1432979.0,27.15,1910521.0,Retirement,3,Mid NW • Retirement
CUST201310,1620007.0,31.32,18136852.0,Wealth,1,High NW • Wealth (large goals)
CUST201311,604956.0,10.36,864569.0,Retirement,3,Mid NW • Retirement
CUST201312,10056270.0,29.88,5081337.0,Retirement,3,Mid NW • Retirement
CUST201313,29075.0,2.06,300229.0,Emergency_Fund,2,Low NW • Education
CUST201314,7425540.0,21.28,758910.0,Retirement,3,Mid NW • Retirement
CUST201315,792818.0,12.9,5402016.0,Retirement,3,Mid NW • Retirement
CUST201316,20340792.0,31.92,5500791.0,Retirement,3,Mid NW • Retirement
CUST201317,3418586.0,21.68,4144869.0,House,0,Mid NW • House
CUST201318,144031.0,29.31,1746629.0,Retirement,3,Mid NW • Retirement
CUST201319,-12829.0,27.8,5583807.0,Retirement,3,Mid NW • Retirement
CUST201320,3831261.0,14.8,1517342.0,House,0,Mid NW • House
CUST201321,1125631.0,13.54,4465110.0,Retirement,3,Mid NW • Retirement
CUST201322,3181369.0,13.23,5544355.0,House,0,Mid NW • House
CUST201323,8926354.0,19.96,5344320.0,House,0,Mid NW • House
CUST201324,1829617.0,25.3,3126381.0,House,0,Mid NW • House
CUST201325,1205765.0,14.8,3508514.0,Retirement,3,Mid NW • Retirement
CUST201326,3623435.0,10.05,5979090.0,Education,2,Low NW • Education
CUST201327,10042279.0,25.81,2325556.0,Retirement,3,Mid NW • Retirement
CUST201328,36303.0,4.1,222162.0,Emergency_Fund,2,Low NW • Education
CUST201329,9600186.0,36.44,8723334.0,House,0,Mid NW • House
CUST201330,1423429.0,25.21,5072549.0,Retirement,3,Mid NW • Retirement
CUST201331,3990527.0,15.04,4905310.0,Retirement,3,Mid NW • Retirement
CUST201332,1322072.0,14.77,3781953.0,House,0,Mid NW • House
CUST201333,-205957.0,27.54,1367496.0,Retirement,3,Mid NW • Retirement
CUST201334,40549540.0,51.75,29789184.0,Wealth,4,High NW • Wealth (modest goals)
CUST201335,7314753.0,20.87,3385688.0,House,0,Mid NW • House
CUST201336,2107175.0,17.33,1443199.0,Retirement,3,Mid NW • Retirement
CUST201337,7032214.0,15.45,4792029.0,Retirement,3,Mid NW • Retirement
CUST201338,28198869.0,49.03,24737349.0,Wealth,1,High NW • Wealth (large goals)
CUST201339,4593694.0,17.65,3084470.0,Education,2,Low NW • Education
CUST201340,5832133.0,25.91,3737395.0,House,0,Mid NW • House
CUST201341,2128628.0,28.29,1393614.0,House,0,Mid NW • House
CUST201342,122676.0,17.17,4323703.0,House,0,Mid NW • House
CUST201343,1389955.0,11.54,1253351.0,Retirement,3,Mid NW • Retirement
CUST201344,2952411.0,20.78,3379171.0,Retirement,3,Mid NW • Retirement
CUST201345,15392650.0,47.97,8230650.0,Wealth,1,High NW • Wealth (large goals)
CUST201346,2596506.0,21.67,725493.0,Retirement,3,Mid NW • Retirement
CUST201347,11956807.0,25.26,2210516.0,Retirement,3,Mid NW • Retirement
CUST201348,8792368.0,32.59,27178405.0,House,1,High NW • Wealth (large goals)
CUST201349,13752150.0,38.36,6698909.0,Retirement,3,Mid NW • Retirement
CUST201350,7424353.0,24.49,1283084.0,Retirement,3,Mid NW • Retirement
CUST201351,4466181.0,17.09,5122618.0,Education,2,Low NW • Education
CUST201352,4040343.0,23.52,2689862.0,House,0,Mid NW • House
CUST201353,2748281.0,17.56,1677302.0,House,0,Mid NW • House
CUST201354,3957105.0,19.95,4033234.0,House,0,Mid NW • House
CUST201355,4307268.0,29.17,4926146.0,Education,2,Low NW • Education
CUST201356,141800.0,15.1,2775154.0,House,0,Mid NW • House
CUST201357,10770392.0,27.04,3214080.0,Education,2,Low NW • Education
CUST201358,6437463.0,20.14,2600359.0,Education,2,Low NW • Education
CUST201359,5607149.0,23.2,3889620.0,Retirement,3,Mid NW • Retirement
CUST201360,20337695.0,37.13,13024623.0,Retirement,1,High NW • Wealth (large goals)
CUST201361,110455.0,3.4,129004.0,Emergency_Fund,2,Low NW • Education
CUST201362,-59476.0,18.41,3247118.0,House,0,Mid NW • House
CUST201363,4534624.0,16.17,5716766.0,Retirement,3,Mid NW • Retirement
CUST201364,737334.0,15.17,835593.0,Education,2,Low NW • Education
CUST201365,3488947.0,22.45,4457502.0,Retirement,3,Mid NW • Retirement
CUST201366,4557480.0,22.63,4122478.0,House,0,Mid NW • House
CUST201367,5377571.0,20.37,2569544.0,Retirement,3,Mid NW • Retirement
CUST201368,64801.0,22.49,1770389.0,Education,2,Low NW • Education
CUST201369,10042328.0,18.43,2356813.0,Education,2,Low NW • Education
CUST201370,16564213.0,49.7,24561987.0,House,1,High NW • Wealth (large goals)
CUST201371,20280.0,3.21,78182.0,Education,2,Low NW • Education
CUST201372,1888508.0,25.0,518474.0,Retirement,3,Mid NW • Retirement
CUST201373,5133651.0,14.03,752279.0,Retirement,3,Mid NW • Retirement
CUST201374,8774046.0,18.03,1139547.0,Retirement,3,Mid NW • Retirement
CUST201375,1197687.0,12.05,883915.0,Retirement,3,Mid NW • Retirement
CUST201376,662479.0,25.65,4377131.0,Retirement,3,Mid NW • Retirement
CUST201377,6170216.0,21.3,3393669.0,Retirement,3,Mid NW • Retirement
CUST201378,353112.0,22.28,1775217.0,House,0,Mid NW • House
CUST201379,873918.0,15.59,5528105.0,Retirement,3,Mid NW • Retirement
CUST201380,66028614.0,60.0,17104150.0,Retirement,4,High NW • Wealth (modest goals)
CUST201381,3305064.0,16.28,5237174.0,Retirement,3,Mid NW • Retirement
CUST201382,324614.0,25.13,1371515.0,Education,2,Low NW • Education
CUST201383,3347556.0,25.8,3228433.0,House,0,Mid NW • House
CUST201384,5353312.0,21.15,745667.0,Retirement,3,Mid NW • Retirement
CUST201385,147326.0,21.02,1798712.0,Education,2,Low NW • Education
CUST201386,2824143.0,10.3,816562.0,Education,2,Low NW • Education
CUST201387,3065471.0,25.32,5537899.0,Retirement,3,Mid NW • Retirement
CUST201388,29298601.0,43.27,11487424.0,Wealth,4,High NW • Wealth (modest goals)
CUST201389,28328275.0,32.4,17017741.0,Wealth,1,High NW • Wealth (large goals)
CUST201390,35636419.0,57.97,8663230.0,Wealth,4,High NW • Wealth (modest goals)
CUST201391,4813912.0,28.12,1150019.0,Retirement,3,Mid NW • Retirement
CUST201392,6235240.0,26.13,5398972.0,House,0,Mid NW • House
CUST201393,2332512.0,29.03,1831554.0,Education,2,Low NW • Education
CUST201394,-75306.0,28.3,1687274.0,Retirement,3,Mid NW • Retirement
CUST201395,13930337.0,37.74,21052661.0,Retirement,1,High NW • Wealth (large goals)
CUST201396,1617377.0,21.6,2443530.0,Education,2,Low NW • Education
CUST201397,1275149.0,11.45,2070170.0,House,0,Mid NW • House
CUST201398,3531902.0,18.78,5173635.0,House,0,Mid NW • House
CUST201399,3687620.0,20.42,2783979.0,House,0,Mid NW • House
CUST201400,1983701.0,26.93,3257771.0,Retirement,3,Mid NW • Retirement
CUST201401,1843550.0,27.11,2391897.0,Retirement,3,Mid NW • Retirement
CUST201402,7385840.0,23.47,1825804.0,House,0,Mid NW • House
CUST201403,8343425.0,27.35,4023226.0,Retirement,3,Mid NW • Retirement
CUST201404,4423030.0,13.37,2799265.0,Retirement,3,Mid NW • Retirement
CUST201405,1032992.0,22.7,2554749.0,Retirement,3,Mid NW • Retirement
CUST201406,9381271.0,36.67,14534032.0,Retirement,1,High NW • Wealth (large goals)
CUST201407,2309824.0,25.16,3681649.0,Retirement,3,Mid NW • Retirement
CUST201408,1348617.0,25.44,3349019.0,Retirement,3,Mid NW • Retirement
CUST201409,1225476.0,11.35,2791782.0,Education,2,Low NW • Education
CUST201410,2400850.0,22.43,672192.0,Education,2,Low NW • Education
CUST201411,9695533.0,24.75,2468720.0,House,0,Mid NW • House
CUST201412,1071207.0,20.13,2459155.0,Retirement,3,Mid NW • Retirement
CUST201413,2127484.0,20.8,1979288.0,Retirement,3,Mid NW • Retirement
CUST201414,23960241.0,33.42,3802836.0,House,0,Mid NW • House
CUST201415,5316626.0,25.14,1237312.0,House,0,Mid NW • House
CUST201416,144731.0,1.01,272835.0,Education,2,Low NW • Education
CUST201417,3846399.0,20.47,1032466.0,House,0,Mid NW • House
CUST201418,1649633.0,13.1,5651951.0,Education,2,Low NW • Education
CUST201419,1511940.0,18.33,5652773.0,Retirement,3,Mid NW • Retirement
CUST201420,97210.0,19.85,1745327.0,Retirement,3,Mid NW • Retirement
CUST201421,2869081.0,28.29,3358716.0,House,0,Mid NW • House
CUST201422,950291.0,15.41,3969428.0,Retirement,3,Mid NW • Retirement
CUST201423,25047097.0,39.0,29834933.0,Retirement,1,High NW • Wealth (large goals)
CUST201424,17975183.0,38.15,14416296.0,Retirement,1,High NW • Wealth (large goals)
CUST201425,5131867.0,23.26,5854500.0,House,0,Mid NW • House
CUST201426,9765880.0,17.93,2955415.0,House,0,Mid NW • House
CUST201427,136766.0,10.99,4590665.0,Retirement,3,Mid NW • Retirement
CUST201428,259218.0,12.56,5661547.0,Retirement,3,Mid NW • Retirement
CUST201429,11988850.0,27.91,2457292.0,Retirement,3,Mid NW • Retirement
CUST201430,3163769.0,17.2,2815075.0,House,0,Mid NW • House
CUST201431,7393277.0,28.65,2042372.0,Retirement,3,Mid NW • Retirement
CUST201432,57344918.0,57.22,8041708.0,Retirement,4,High NW • Wealth (modest goals)
CUST201433,4179640.0,12.5,4909800.0,Retirement,3,Mid NW • Retirement
CUST201434,242919.0,13.46,5734100.0,House,0,Mid NW • House
CUST201435,167475.0,4.25,393601.0,Education,2,Low NW • Education
CUST201436,-83684.0,17.38,2099367.0,Education,2,Low NW • Education
CUST201437,2340607.0,16.77,890221.0,Retirement,3,Mid NW • Retirement
CUST201438,30242536.0,48.73,27530903.0,Wealth,1,High NW • Wealth (large goals)
CUST201439,4439534.0,14.3,3477883.0,House,0,Mid NW • House
CUST201440,8175672.0,28.86,3234349.0,House,0,Mid NW • House
CUST201441,6667310.0,19.68,3722773.0,Retirement,3,Mid NW • Retirement
CUST201442,3046808.0,10.24,1474603.0,House,0,Mid NW • House
CUST201443,1376656.0,28.79,4692057.0,House,0,Mid NW • House
CUST201444,552786.0,18.32,4294599.0,Education,2,Low NW • Education
CUST201445,35081438.0,33.48,18484519.0,House,4,High NW • Wealth (modest goals)
CUST201446,8599182.0,21.09,1658134.0,Retirement,3,Mid NW • Retirement
CUST201447,2142191.0,28.19,662658.0,Retirement,3,Mid NW • Retirement
CUST201448,5264309.0,23.62,4503202.0,House,0,Mid NW • House
CUST201449,19132614.0,36.68,28010659.0,Wealth,1,High NW • Wealth (large goals)
CUST201450,879613.0,16.38,4470497.0,House,0,Mid NW • House
CUST201451,26315126.0,57.88,20247865.0,Wealth,1,High NW • Wealth (large goals)
CUST201452,2015555.0,13.7,4850021.0,Retirement,3,Mid NW • Retirement
CUST201453,5339816.0,11.69,1890258.0,Retirement,3,Mid NW • Retirement
CUST201454,2971827.0,19.74,1724550.0,Retirement,3,Mid NW • Retirement
CUST201455,15478247.0,40.88,6095800.0,Wealth,1,High NW • Wealth (large goals)
CUST201456,623903.0,20.19,2724445.0,House,0,Mid NW • House
CUST201457,1550925.0,29.06,1115517.0,Education,2,Low NW • Education
CUST201458,37095633.0,49.02,19619512.0,Wealth,4,High NW • Wealth (modest goals)
CUST201459,3184567.0,25.85,2555393.0,Retirement,3,Mid NW • Retirement
CUST201460,19427139.0,40.66,8426019.0,Wealth,1,High NW • Wealth (large goals)
CUST201461,54664219.0,53.26,8130292.0,Wealth,4,High NW • Wealth (modest goals)
CUST201462,4168212.0,25.91,5471612.0,Retirement,3,Mid NW • Retirement
CUST201463,11084390.0,38.98,26753877.0,House,1,High NW • Wealth (large goals)
CUST201464,8119468.0,21.44,2921468.0,Retirement,3,Mid NW • Retirement
CUST201465,17129.0,15.62,598413.0,House,0,Mid NW • House
CUST201466,35507.0,10.91,586493.0,House,0,Mid NW • House
CUST201467,7867546.0,17.53,722717.0,Retirement,3,Mid NW • Retirement
CUST201468,3572516.0,17.2,2994842.0,Retirement,3,Mid NW • Retirement
CUST201469,2980005.0,17.25,3194394.0,House,0,Mid NW • House
CUST201470,-111862.0,11.94,1101591.0,Retirement,3,Mid NW • Retirement
CUST201471,2048718.0,16.36,1150230.0,Retirement,3,Mid NW • Retirement
CUST201472,6714375.0,33.01,21905083.0,Retirement,1,High NW • Wealth (large goals)
CUST201473,1086383.0,10.89,1838772.0,House,0,Mid NW • House
CUST201474,7587789.0,28.56,4821576.0,House,0,Mid NW • House
CUST201475,16328371.0,52.95,7803098.0,Retirement,1,High NW • Wealth (large goals)
CUST201476,-180098.0,4.46,404186.0,Emergency_Fund,2,Low NW • Education
CUST201477,12555352.0,28.28,1884162.0,Education,2,Low NW • Education
CUST201478,22860132.0,59.36,8838519.0,Wealth,4,High NW • Wealth (modest goals)
CUST201479,-2591.0,4.11,573841.0,Emergency_Fund,2,Low NW • Education
CUST201480,19220496.0,48.03,21574120.0,Wealth,1,High NW • Wealth (large goals)
CUST201481,1293247.0,13.83,5972259.0,House,0,Mid NW • House
CUST201482,2259333.0,19.41,4349508.0,House,0,Mid NW • House
CUST201483,220504.0,2.3,80515.0,Emergency_Fund,2,Low NW • Education
CUST201484,1990985.0,13.92,5579056.0,House,0,Mid NW • House
CUST201485,17943440.0,44.46,18332127.0,Wealth,1,High NW • Wealth (large goals)
CUST201486,16324196.0,56.96,19078188.0,House,1,High NW • Wealth (large goals)
CUST201487,1249649.0,10.21,2905580.0,House,0,Mid NW • House
CUST201488,2437156.0,26.95,5239498.0,House,0,Mid NW • House
CUST201489,24402610.0,55.88,29784882.0,Retirement,1,High NW • Wealth (large goals)
CUST201490,22789405.0,28.61,4334801.0,House,0,Mid NW • House
CUST201491,5969729.0,27.11,2133733.0,Retirement,3,Mid NW • Retirement
CUST201492,-39937.0,10.08,5118229.0,Retirement,3,Mid NW • Retirement
CUST201493,28094226.0,30.62,13061381.0,Wealth,4,High NW • Wealth (modest goals)
CUST201494,2301791.0,21.27,4853435.0,Education,2,Low NW • Education
CUST201495,-294442.0,3.31,397959.0,Emergency_Fund,2,Low NW • Education
CUST201496,2999268.0,13.36,1237738.0,Education,2,Low NW • Education
CUST201497,-86582.0,6.11,338314.0,Education,2,Low NW • Education
CUST201498,2280865.0,14.04,5163493.0,Retirement,3,Mid NW • Retirement
CUST201499,1482035.0,25.12,4214861.0,House,0,Mid NW • House
CUST201500,30036545.0,37.19,10478367.0,Wealth,4,High NW • Wealth (modest goals)
CUST201501,485505.0,14.16,4476510.0,Retirement,3,Mid NW • Retirement
CUST201502,444446.0,11.64,1247028.0,House,0,Mid NW • House
CUST201503,-169139.0,17.33,4842401.0,Education,2,Low NW • Education
CUST201504,1487789.0,16.93,5334415.0,House,0,Mid NW • House
CUST201505,1973925.0,18.96,2624596.0,House,0,Mid NW • House
CUST201506,331543.0,15.33,3857925.0,Retirement,3,Mid NW • Retirement
CUST201507,10281509.0,21.69,741067.0,Retirement,3,Mid NW • Retirement
CUST201508,4614984.0,16.66,4832483.0,House,0,Mid NW • House
CUST201509,9145176.0,32.91,6068288.0,Wealth,0,Mid NW • House
CUST201510,7085569.0,14.72,5210987.0,House,0,Mid NW • House
CUST201511,5263701.0,18.98,2230902.0,Education,2,Low NW • Education
CUST201512,7848716.0,21.75,4794488.0,Education,2,Low NW • Education
CUST201513,4050030.0,31.88,8757780.0,Wealth,0,Mid NW • House
CUST201514,41587396.0,51.18,17987633.0,House,4,High NW • Wealth (modest goals)
CUST201515,2584494.0,24.02,4076370.0,House,0,Mid NW • House
CUST201516,3200092.0,23.68,5374164.0,Retirement,3,Mid NW • Retirement
CUST201517,3844162.0,11.28,5833626.0,Retirement,3,Mid NW • Retirement
CUST201518,26505536.0,42.45,6825365.0,Retirement,4,High NW • Wealth (modest goals)
CUST201519,11012136.0,24.56,2508241.0,Retirement,3,Mid NW • Retirement
CUST201520,3168399.0,22.54,689415.0,Retirement,3,Mid NW • Retirement
CUST201521,10164573.0,25.73,5122365.0,House,0,Mid NW • House
CUST201522,3507887.0,10.81,1901355.0,Retirement,3,Mid NW • Retirement
CUST201523,463256.0,25.66,1412776.0,Retirement,3,Mid NW • Retirement
CUST201524,1058712.0,19.79,4496576.0,Education,2,Low NW • Education
CUST201525,1158350.0,14.92,4891705.0,Retirement,3,Mid NW • Retirement
CUST201526,12282040.0,38.06,25609604.0,Wealth,1,High NW • Wealth (large goals)
CUST201527,38997487.0,41.17,13467859.0,Wealth,4,High NW • Wealth (modest goals)
CUST201528,4157311.0,22.54,2077844.0,House,0,Mid NW • House
CUST201529,3935648.0,26.31,2765894.0,House,0,Mid NW • House
CUST201530,5249038.0,20.51,4256276.0,Education,2,Low NW • Education
CUST201531,549174.0,14.06,2098932.0,House,0,Mid NW • House
CUST201532,3402744.0,23.97,5281965.0,Retirement,3,Mid NW • Retirement
CUST201533,20594709.0,31.34,16150668.0,House,1,High NW • Wealth (large goals)
CUST201534,15578180.0,29.76,1072084.0,Retirement,3,Mid NW • Retirement
CUST201535,-183219.0,20.05,1152834.0,Retirement,3,Mid NW • Retirement
CUST201536,56508243.0,47.74,14844593.0,Wealth,4,High NW • Wealth (modest goals)
CUST201537,10462903.0,28.43,1374506.0,Retirement,3,Mid NW • Retirement
CUST201538,20638352.0,54.81,3171452.0,Wealth,4,High NW • Wealth (modest goals)
CUST201539,1516746.0,17.53,3822716.0,Retirement,3,Mid NW • Retirement
CUST201540,-15222.0,11.07,1020884.0,House,0,Mid NW • House
CUST201541,3361058.0,13.16,2697318.0,Retirement,3,Mid NW • Retirement
CUST201542,9652334.0,23.57,3118980.0,House,0,Mid NW • House
CUST201543,7258772.0,26.67,3548408.0,House,0,Mid NW • House
CUST201544,552182.0,6.39,144607.0,Emergency_Fund,2,Low NW • Education
CUST201545,1586712.0,25.54,2710397.0,Retirement,3,Mid NW • Retirement
CUST201546,4044908.0,28.64,1412698.0,House,0,Mid NW • House
CUST201547,23431161.0,31.53,2071184.0,House,0,Mid NW • House
CUST201548,835243.0,16.06,1110508.0,Retirement,3,Mid NW • Retirement
CUST201549,30018.0,24.96,5956249.0,Retirement,3,Mid NW • Retirement
CUST201550,1345640.0,13.54,850856.0,Education,2,Low NW • Education
CUST201551,1782301.0,12.05,3496737.0,Education,2,Low NW • Education
CUST201552,3072634.0,36.83,3552193.0,Retirement,3,Mid NW • Retirement
CUST201553,3044001.0,11.73,5038506.0,Retirement,3,Mid NW • Retirement
CUST201554,7540410.0,13.09,4459476.0,House,0,Mid NW • House
CUST201555,4141494.0,16.62,3553229.0,Retirement,3,Mid NW • Retirement
CUST201556,9594203.0,28.09,4653447.0,Retirement,3,Mid NW • Retirement
CUST201557,5716755.0,29.14,4824878.0,Retirement,3,Mid NW • Retirement
CUST201558,2593561.0,11.19,4323217.0,House,0,Mid NW • House
CUST201559,40276418.0,42.05,27280734.0,Wealth,4,High NW • Wealth (modest goals)
CUST201560,2219956.0,14.47,3321035.0,Retirement,3,Mid NW • Retirement
CUST201561,4972575.0,20.02,4554520.0,Retirement,3,Mid NW • Retirement
CUST201562,1718733.0,28.27,3213840.0,Retirement,3,Mid NW • Retirement
CUST201563,2207320.0,24.27,2585610.0,Retirement,3,Mid NW • Retirement
CUST201564,2002125.0,26.73,5876394.0,Education,2,Low NW • Education
CUST201565,3586337.0,24.33,5018620.0,Retirement,3,Mid NW • Retirement
CUST201566,27805243.0,51.9,11766469.0,House,4,High NW • Wealth (modest goals)
CUST201567,2348157.0,14.19,5930757.0,Retirement,3,Mid NW • Retirement
CUST201568,5993771.0,23.26,2188749.0,House,0,Mid NW • House
CUST201569,1046370.0,19.59,4457706.0,Retirement,3,Mid NW • Retirement
CUST201570,2004660.0,13.46,4420420.0,House,0,Mid NW • House
CUST201571,26051450.0,59.8,21209920.0,Wealth,1,High NW • Wealth (large goals)
CUST201572,13830.0,15.89,5591157.0,Retirement,3,Mid NW • Retirement
CUST201573,1852931.0,12.51,5037363.0,Education,2,Low NW • Education
CUST201574,4808687.0,19.27,764156.0,Retirement,3,Mid NW • Retirement
CUST201575,6068194.0,18.95,1578417.0,Retirement,3,Mid NW • Retirement
CUST201576,2279037.0,26.97,3985389.0,Retirement,3,Mid NW • Retirement
CUST201577,4513800.0,15.46,3015036.0,Education,2,Low NW • Education
CUST201578,4660105.0,23.76,4035808.0,Education,2,Low NW • Education
CUST201579,2932688.0,11.02,3009589.0,Education,2,Low NW • Education
CUST201580,365592.0,11.92,3175025.0,Retirement,3,Mid NW • Retirement
CUST201581,3733939.0,21.91,1102531.0,House,0,Mid NW • House
CUST201582,14035506.0,27.05,963245.0,Retirement,3,Mid NW • Retirement
CUST201583,12317012.0,22.17,2330327.0,House,0,Mid NW • House
CUST201584,-169869.0,11.21,4292826.0,Retirement,3,Mid NW • Retirement
CUST201585,4896516.0,24.28,2816236.0,Retirement,3,Mid NW • Retirement
CUST201586,252288.0,17.6,3053457.0,House,0,Mid NW • House
CUST201587,35556201.0,49.52,9696247.0,Retirement,4,High NW • Wealth (modest goals)
CUST201588,1929481.0,22.13,1384217.0,House,0,Mid NW • House
CUST201589,7115476.0,12.47,3452488.0,Retirement,3,Mid NW • Retirement
CUST201590,13417516.0,30.19,15229799.0,Wealth,1,High NW • Wealth (large goals)
CUST201591,3345209.0,15.07,5199458.0,House,0,Mid NW • House
CUST201592,2609885.0,14.08,534654.0,Education,2,Low NW • Education
CUST201593,26334951.0,54.31,21189477.0,Retirement,1,High NW • Wealth (large goals)
CUST201594,1048795.0,10.9,2927123.0,House,0,Mid NW • House
CUST201595,105932.0,42.61,23357419.0,House,1,High NW • Wealth (large goals)
CUST201596,3669451.0,17.43,5326624.0,Retirement,3,Mid NW • Retirement
CUST201597,22028774.0,41.99,23794281.0,Wealth,1,High NW • Wealth (large goals)
CUST201598,1981336.0,17.6,872866.0,Retirement,3,Mid NW • Retirement
CUST201599,698123.0,22.46,5454281.0,Retirement,3,Mid NW • Retirement
CUST201600,19745.0,27.37,3752064.0,Education,2,Low NW • Education
CUST201601,1179244.0,21.12,2427068.0,House,0,Mid NW • House
CUST201602,17908440.0,47.36,20586174.0,Retirement,1,High NW • Wealth (large goals)
CUST201603,26420528.0,55.74,11838966.0,Wealth,4,High NW • Wealth (modest goals)
CUST201604,1027966.0,15.94,5616925.0,House,0,Mid NW • House
CUST201605,152055.0,29.51,3385669.0,Retirement,3,Mid NW • Retirement
CUST201606,4969591.0,25.05,3082314.0,Retirement,3,Mid NW • Retirement
CUST201607,4122376.0,13.22,720865.0,Retirement,3,Mid NW • Retirement
CUST201608,-79905.0,3.42,77607.0,Emergency_Fund,2,Low NW • Education
CUST201609,109172.0,20.23,631323.0,House,0,Mid NW • House
CUST201610,2775904.0,16.84,3685974.0,House,0,Mid NW • House
CUST201611,890663.0,21.73,3989480.0,Education,2,Low NW • Education
CUST201612,809918.0,19.05,5032884.0,Retirement,3,Mid NW • Retirement
CUST201613,2008572.0,10.25,4775734.0,Retirement,3,Mid NW • Retirement
CUST201614,-152007.0,18.44,763239.0,House,0,Mid NW • House
CUST201615,38846363.0,55.9,21601311.0,Wealth,4,High NW • Wealth (modest goals)
CUST201616,2212967.0,22.47,2696693.0,Education,2,Low NW • Education
CUST201617,6930505.0,22.68,2966048.0,House,0,Mid NW • House
CUST201618,7983664.0,16.9,1309629.0,House,0,Mid NW • House
CUST201619,1202818.0,28.23,5384135.0,Retirement,3,Mid NW • Retirement
CUST201620,2644195.0,25.83,3361574.0,Retirement,3,Mid NW • Retirement
CUST201621,684426.0,16.58,1195178.0,Retirement,3,Mid NW • Retirement
CUST201622,3749737.0,29.34,4842471.0,Education,2,Low NW • Education
CUST201623,4197754.0,16.73,2043099.0,Retirement,3,Mid NW • Retirement
CUST201624,1924924.0,20.33,4711370.0,Retirement,3,Mid NW • Retirement
CUST201625,11159937.0,26.71,1703160.0,Retirement,3,Mid NW • Retirement
CUST201626,22729441.0,30.18,26012389.0,Wealth,1,High NW • Wealth (large goals)
CUST201627,4174020.0,16.23,5604298.0,Retirement,3,Mid NW • Retirement
CUST201628,9095509.0,19.37,5637395.0,House,0,Mid NW • House
CUST201629,3992027.0,18.78,5246753.0,Education,2,Low NW • Education
CUST201630,2844819.0,25.67,2409068.0,Education,2,Low NW • Education
CUST201631,3658570.0,18.69,1697487.0,Retirement,3,Mid NW • Retirement
CUST201632,31207883.0,41.38,17763029.0,Wealth,4,High NW • Wealth (modest goals)
CUST201633,2008764.0,10.62,2547964.0,House,0,Mid NW • House
CUST201634,141348.0,21.79,3003877.0,House,0,Mid NW • House
CUST201635,1496951.0,14.25,726907.0,Retirement,3,Mid NW • Retirement
CUST201636,3116231.0,15.97,5590364.0,House,0,Mid NW • House
CUST201637,19098.0,2.93,310224.0,Emergency_Fund,2,Low NW • Education
CUST201638,25099793.0,46.08,25629641.0,Wealth,1,High NW • Wealth (large goals)
CUST201639,4704485.0,16.62,736609.0,House,0,Mid NW • House
CUST201640,1684289.0,23.99,3960289.0,House,0,Mid NW • House
CUST201641,7700421.0,20.49,3554176.0,Retirement,3,Mid NW • Retirement
CUST201642,30676902.0,51.82,23382829.0,Wealth,1,High NW • Wealth (large goals)
CUST201643,17819754.0,46.79,27137341.0,Wealth,1,High NW • Wealth (large goals)
CUST201644,1146658.0,18.4,5427314.0,Retirement,3,Mid NW • Retirement
CUST201645,5457152.0,23.96,1827346.0,House,0,Mid NW • House
CUST201646,1825357.0,10.05,1447393.0,Retirement,3,Mid NW • Retirement
CUST201647,9144805.0,15.1,5601631.0,Education,2,Low NW • Education
CUST201648,6688675.0,22.89,5559146.0,House,0,Mid NW • House
CUST201649,612348.0,19.69,2715303.0,House,0,Mid NW • House
CUST201650,-553295.0,47.8,4733739.0,Wealth,0,Mid NW • House
CUST201651,3541161.0,21.14,3580489.0,House,0,Mid NW • House
CUST201652,4495116.0,14.09,3517073.0,Retirement,3,Mid NW • Retirement
CUST201653,1907881.0,54.09,15640681.0,Retirement,1,High NW • Wealth (large goals)
CUST201654,33729320.0,38.95,18789297.0,Retirement,4,High NW • Wealth (modest goals)
CUST201655,8361072.0,45.6,11282778.0,Wealth,1,High NW • Wealth (large goals)
CUST201656,124998.0,5.08,497197.0,Emergency_Fund,2,Low NW • Education
CUST201657,2664542.0,13.19,1546331.0,Retirement,3,Mid NW • Retirement
CUST201658,3288113.0,17.74,1586850.0,House,0,Mid NW • House
CUST201659,4634891.0,27.63,3005506.0,Retirement,3,Mid NW • Retirement
CUST201660,4284937.0,10.73,5429111.0,Retirement,3,Mid NW • Retirement
CUST201661,13667.0,13.01,2336422.0,Retirement,3,Mid NW • Retirement
CUST201662,14874796.0,33.05,18936832.0,Retirement,1,High NW • Wealth (large goals)
CUST201663,3968145.0,23.88,521317.0,Retirement,3,Mid NW • Retirement
CUST201664,3543647.0,25.32,2714949.0,House,0,Mid NW • House
CUST201665,6504198.0,18.45,1490090.0,Education,2,Low NW • Education
CUST201666,1521249.0,16.8,3569724.0,House,0,Mid NW • House
CUST201667,2395063.0,11.11,1793789.0,House,0,Mid NW • House
CUST201668,3251292.0,20.99,2018089.0,House,0,Mid NW • House
CUST201669,9301832.0,28.19,5974409.0,Retirement,3,Mid NW • Retirement
CUST201670,3582733.0,21.52,4200081.0,House,0,Mid NW • House
CUST201671,3068257.0,16.92,4212627.0,House,0,Mid NW • House
CUST201672,28647164.0,43.8,10101564.0,Retirement,4,High NW • Wealth (modest goals)
CUST201673,62441493.0,58.76,7000146.0,Retirement,4,High NW • Wealth (modest goals)
CUST201674,13065133.0,28.22,2789825.0,Education,2,Low NW • Education
